business_id,name,neighborhood,rating,review_count,popularity,ranking_score,delivery,outdoor_seating,accepts_credit_cards,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bike_parking,price_range,take_out,has_wifi,alcohol,caters,reservations,good_for_groups,attire,has_tv,ambience_touristy,ambience_hipster,ambience_romantic,ambience_divey,ambience_intimate,ambience_trendy,ambience_upscale,ambience_classy,ambience_casual,good_for_kids,meal_dessert,meal_latenight,meal_lunch,meal_dinner,meal_brunch,meal_breakfast,noise_level,dogs_allowed,happy_hour,wheelchair_accessible,table_service,dietary_restrictions,cuisine_group,cuisine,key_menu,establishment_type,mon_open,mon_close,tue_open,tue_close,wed_open,wed_close,thu_open,thu_close,fri_open,fri_close,sat_open,sat_close,sun_open,sun_close,days_open_per_week,open_weekends,open_late
pg6RCapqdBVRGMg2kjoIxQ,Harbor Seafood Garden,Lawndale,3.5,49,3,0.5528,0,0,1,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,2,,,,,,"East Asian, East Asian","Chinese, Cantonese","Dim Sum, Seafood",,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,7,1,0
baF2ZFEtsIo2A1k61x3QSw,Tio Flores,Graduate Hospital,3.5,243,5,0.598,1,1,1,0,1,0,0,0,1,2,1,0,1,1,1,1,1,1,0,1,,0,,1,0,0,1,0,0,,,1,0,0,3,,1,1,1,,Latin American / Caribbean,Mexican,,Bars,,,,,15.0,22.0,15.0,22.0,15.0,22.0,12.0,22.0,12.0,21.0,5,1,0
B5eJm8A4eiuPLW5C6l75dQ,Di Bruno Bros.,Bella Vista,4.5,250,5,0.7957,1,0,1,0,1,0,0,0,1,2,1,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,,,,0,,European,Italian,Sandwiches,"Cheese Shops, Meat Shops, Specialty Food",0.0,0.0,7.0,19.0,7.0,19.0,7.0,19.0,7.0,16.0,8.0,18.0,10.0,16.0,7,1,0
BIxkykL8meGkcNszRNWSyA,Talluto's Authentic Italian Food,Bella Vista,4.5,63,3,0.6817,1,0,1,1,1,0,0,0,1,2,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,2,,,,,,European,Italian,Ethnic Food,"Specialty Food, Cheese Shops, Grocery",8.5,17.0,8.5,17.0,8.5,17.0,8.5,17.0,8.5,17.0,8.5,17.0,8.5,15.0,7,1,0
aLJN5-DBnNM2C7FjPPQA2A,Stoli's Steaks,Somerton,4.5,55,3,0.6691,1,0,0,0,0,0,1,0,1,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,,1,1,,,2,0,,1,0,,,,Cheesesteaks,,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.0,11.5,23.0,11.5,21.0,7,1,0
syrs_wYCUgcmwZfhuUUYtQ,Pete's Pizza,Dunlap,2.0,33,2,0.4175,1,1,1,0,0,0,0,0,0,1,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,2,,,,,,,,Pizza,,,,,,,,,,,,,,,,,,
vxWjLZMn3uzDQyOjAdwq3w,The Bishop's Collar,Fairmount,3.5,248,5,0.5984,1,1,1,0,1,0,0,0,1,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,,1,,,,American / Fusion,American (New),Burgers,Bars,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,10.0,26.0,7,1,1
s8P133LRpPSuypuVCwUzEA,The Crab Shack 2,Olney,3.5,20,1,0.5287,1,1,1,,,,1,0,1,2,1,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,Seafood,"Seafood Markets, Specialty Food",10.5,19.5,10.5,19.5,10.5,19.5,10.5,19.5,10.5,19.5,10.5,19.5,10.5,19.5,7,1,0
o0xKesgHna2vdjT_HuIUVQ,Pizza Plus West,Garden Court,3.5,10,1,0.5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sandwiches, Burgers, Pizza",,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,7,1,0
X2JkEvWPO7_dEPHne7qJKg,Dunkin',Passyunk Square,2.5,23,2,0.4681,1,0,1,0,0,0,1,0,1,1,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee & Tea, Donuts",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0
3Hz1tjW2YqD5JPJTe2I09A,Vincenzo's Deli,East Passyunk,4.5,35,2,0.6287,1,0,1,0,1,0,0,0,0,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,,,0,0,,,,"Cheesesteaks, Sandwiches",Delis,0.0,0.0,9.0,15.0,9.0,15.0,9.0,15.0,9.0,15.0,9.0,15.0,,,6,1,0
jQnhYqA4jykPPdkyOFM4Lg,City View Pizza and Grill,Franklinville,3.5,66,3,0.562,1,0,1,0,1,0,0,0,1,1,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,2,,,,,,,,"Pizza, Sandwiches, Burgers",,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,24.0,11.0,24.0,12.0,22.0,7,1,0
Op8RPQBkiix8nDWsFvhnqw,Blume,Rittenhouse,2.5,168,4,0.4106,1,1,1,1,1,0,0,0,1,2,1,1,1,0,1,1,,1,,1,,0,,1,0,,1,,0,0,0,0,0,0,2,0,1,1,1,,American / Fusion,American (New),,"Cocktail Bars, Bars",,,,,,,16.0,23.0,16.0,23.0,16.0,23.0,12.0,19.0,4,1,0
paNYNJ-VFDgwLY201IrXCQ,Sakana Omakasè Sushi,Queen Village,4.5,157,4,0.7628,1,0,1,0,1,0,0,0,1,,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,1,,,1,0,0,1,1,,East Asian,Japanese,Sushi Bars,,0.0,0.0,18.0,23.0,18.0,23.0,18.0,23.0,17.5,24.0,17.5,24.0,,,6,1,0
mjqFs-VDCulkZLvPTW6Ddg,San Lucas Pizzeria,Newbold,4.5,27,2,0.6077,1,0,0,0,1,0,0,0,,1,1,0,,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,,,"European, Latin American / Caribbean","Italian, Mexican","Pizza, Cheesesteaks",,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,24.0,11.0,24.0,11.0,23.0,7,1,0
poviu-6n3iaRE4gdQz6OYw,Oyster House,Rittenhouse,4.0,1407,5,0.7386,1,1,1,0,1,1,0,0,1,3,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,1,0,0,2,0,1,1,1,,,,Seafood,Steakhouses,,,11.5,21.0,11.5,21.0,11.5,21.0,11.5,22.0,11.5,22.0,,,5,1,0
VPb3USr9Nm7JjtmsHPRo7g,Old Nelson Food Company,University City,3.5,13,1,0.5203,0,1,1,0,0,0,0,0,1,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,,0,,,,"Soup, Salad, Coffee & Tea, Sandwiches",,5.5,20.0,5.5,20.0,5.5,20.0,5.5,20.0,5.5,20.0,8.0,20.0,8.0,20.0,7,1,0
7glaDklehs5KxuoCmR9V1Q,Plaza Garibaldi,Bella Vista,3.5,78,3,0.5672,1,0,1,0,1,0,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,,,,,,Latin American / Caribbean,Mexican,,,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,9.0,23.0,7,1,0
OTyqnhVR-ZWkLMlVnCPoCA,Boston Market,Oxford Circle,2.5,14,1,0.4784,1,0,1,,,,,,,1,1,,,1,0,1,1,1,,,,,,,,,,1,,,,,,,2,,,,,,"American / Fusion, American / Fusion","American (New), American (Traditional)","Chicken Wings, Comfort Food, Sandwiches",Chicken Shop,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,22.0,7,1,0
yDKf31OKa0HZrq31JK9EMg,Fireside Tavern,Stadium District,3.5,10,1,0.5162,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,,1,0,0,0,0,0,0,0,0,0,,,,,,,,2,,,,,,American / Fusion,American (Traditional),Sandwiches,"Dive Bars, Bars",7.0,26.0,7.0,26.0,7.0,26.0,7.0,26.0,7.0,26.0,7.0,26.0,10.0,26.0,7,1,1
GfIk-0bOXYDR8yXZkDCM0Q,Green Rock Tavern,Fishtown - Lower Kensington,4.5,109,4,0.7322,1,1,0,0,1,0,0,0,1,2,1,,1,,0,1,1,1,0,,0,,0,0,0,0,1,0,0,1,0,1,0,0,2,,,,,,American / Fusion,American (Traditional),,"Bars, Pubs",12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,12.0,22.0,7,1,0
NkYhL3h6wHI8aeFeWrgO_Q,China Ruby,Fox Chase,3.5,13,1,0.5203,1,0,0,0,1,0,0,0,,2,1,,,,0,0,1,,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,,,,East Asian,Chinese,,,11.0,22.5,11.0,22.5,11.0,22.5,11.0,22.5,11.0,23.5,11.0,23.5,12.0,22.5,7,1,0
wLMKPkH0t9kN-RLIJ26ORQ,Oath Pizza - Fashion District,Center City East,3.0,11,1,0.5,0,0,1,,,,,,,,1,,,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,0,,,,Pizza,,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,10.0,20.0,7,1,0
KUYLBfW9vRNmhBn5mmRSQg,Adobe Cafe,Bella Vista,4.0,16,1,0.5482,1,1,1,,,,0,0,0,,1,1,1,0,,,,1,,,,0,,,,,1,1,,,,,,,,,,1,1,,"Latin American / Caribbean, Latin American / Caribbean","Tex-Mex, Mexican","Wraps, Sandwiches, Breakfast & Brunch",Bars,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,26.0,10.0,26.0,7,1,1
dvYS0Y_RHFGyR4Q29rqm3g,Dibbs BBQ,Wynnefield,4.5,22,1,0.5927,1,,,0,0,0,0,0,,,1,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,Barbeque,,,,,,,,,,12.0,20.0,12.0,20.0,,,2,1,0
UG5PDzdKA2n3jd854QJpiQ,Ruby Chinese Restaurant,Roxborough Park,3.0,87,3,0.5,1,0,1,0,0,0,1,0,0,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,,,,,,East Asian,Chinese,,,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,12.0,22.0,7,1,0
wtL_W_OZ_JMqGBdt1oAJ3Q,Momma Mia's Pizzeria,Somerton,4.5,43,2,0.6466,1,1,1,0,0,0,0,0,0,,1,0,,1,,,,1,0,,,,0,,,,1,,0,0,0,0,0,0,2,,,1,1,,,,"Pizza, Chicken Wings, Cheesesteaks",,0.0,0.0,,,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,19.0,6,1,0
LAx7f7-pG9-8U399x9Tp2A,TaKorean,Old City,3.5,39,2,0.546,1,,1,1,1,0,0,0,1,,1,,,,0,1,,0,,,0,,0,,0,,1,,0,0,0,0,0,0,,0,,1,0,,"Latin American / Caribbean, American / Fusion, East Asian","Mexican, Asian Fusion, Korean",,,11.0,18.0,12.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,20.0,11.0,16.0,7,1,0
ANmX99M5KtNWi5g39TFIKw,Noobar,Airport,3.0,46,2,0.5,0,0,1,0,0,0,0,0,,2,1,1,,,0,0,,1,,,0,,,,,,1,1,0,0,0,0,0,0,,,,,,,"American / Fusion, East Asian","American (New), Japanese",Sushi Bars,,5.0,24.0,5.0,24.0,5.0,24.0,5.0,24.0,5.0,24.0,5.0,24.0,5.0,24.0,7,1,0
iGwpAmEWTxattlhkuG6eDQ,Steak 'Em Up,Lower Moyamensing,3.0,87,3,0.5,1,0,1,0,1,0,0,0,0,1,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,4,,,,,,,,"Sandwiches, Pizza, Cheesesteaks",Steakhouses,8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,7,1,0
lz14YVILCrnI1ij6FJ3ItQ,Wings To Go Roxborough,Roxborough,2.5,26,2,0.4651,1,0,1,0,1,0,0,0,,1,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,2,,,,,,,,Chicken Wings,,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,7,1,0
HwtynrR0JtrHBzqLUfqRUw,Kobawoo Express,Yorktown,4.5,13,1,0.5609,0,,0,,,,,,,,1,0,,0,1,1,,0,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,East Asian,Korean,,Food Trucks,10.0,16.0,10.0,16.0,10.0,16.0,10.0,16.0,10.0,16.0,,,,,5,0,0
lDJsJI1Ixe3tjPxoHC_Lvw,Hot Spot Pizza,Elmwood,2.5,12,1,0.481,1,0,1,0,0,0,0,0,0,1,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,3,,,,,,,,"Cheesesteaks, Pizza",Delis,,,,,,,,,,,,,,,,,
K9cXWQFJrYL4AN9RCCPjJw,Surf And Turf Truck,West Torresdale,3.5,38,2,0.5452,,,1,0,0,0,0,0,1,2,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seafood,Food Trucks,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,9.0,22.0,7,1,0
eY8exh1aLVVhW6z_M0u_Eg,Pho Ha Saigon,Lawndale,3.5,259,5,0.5993,1,0,1,0,0,0,1,0,0,1,1,0,,1,1,1,1,0,0,0,0,0,,,0,0,1,1,,0,1,1,,0,2,0,,1,1,,Southeast Asian,Vietnamese,,,9.5,18.0,9.5,18.0,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,7,1,0
6_T2xzR74JqGCTPefAD8Tw,Morimoto,Old City,4.5,1914,5,0.8623,1,1,1,0,1,0,0,0,1,4,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,1,0,1,0,0,,1,0,0,2,0,0,1,1,,"East Asian, American / Fusion, American / Fusion, American / Fusion","Japanese, American (Traditional), American (New), Asian Fusion",Sushi Bars,,0.0,0.0,17.0,22.0,17.0,22.0,17.0,22.0,16.0,21.0,17.0,23.0,17.0,22.0,7,1,0
hT9weRMZuJjl6Ca1EskmNA,Pete's Famous Pizza,Logan Square,3.5,228,4,0.5966,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,1,,,,,,"Pasta Shops, Pizza, Chicken Wings","Specialty Food, Food Delivery Services",10.0,23.0,10.0,23.0,10.0,23.0,10.0,23.0,10.0,24.0,8.0,24.0,8.0,23.0,7,1,0
DUob26H7hiDCM4ubXMsn5A,Noah's Pizza,Southwest Schuylkill,3.0,31,2,0.5,1,0,1,0,1,0,0,0,1,1,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,0,1,0,Gluten-Free,,,"Sandwiches, Cheesesteaks, Wraps, Pizza, Burgers",,8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,8.0,24.0,8.0,24.0,9.0,23.0,7,1,0
HW5LkI9qeqVDwHqhd00_8A,The Happy Rooster,Rittenhouse,3.5,251,5,0.5987,0,1,1,0,1,1,0,0,1,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,,,,,,American / Fusion,American (New),,"Bars, Pubs",11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,7,1,1
OBFrA7Xz3cS1JG3xMafplw,Just To Serve You,Haddington,2.5,113,4,0.4215,1,0,1,0,1,0,0,0,0,2,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,2,,,,,,"American / Fusion, American / Fusion","American (Traditional), Southern",,,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,11.0,19.0,7,1,0
93K-xlLwLnwcFuV2r2MI6Q,Thai Square Restaurant,Graduate Hospital,4.0,162,4,0.6769,1,1,1,0,1,0,0,0,1,2,1,0,,1,1,1,1,1,0,0,0,0,,0,0,0,1,1,,0,1,1,0,0,1,1,,1,1,,Southeast Asian,Thai,,,0.0,0.0,16.0,21.5,16.0,21.5,16.0,21.5,16.0,21.5,16.0,21.5,16.0,21.5,7,1,0
rjdUiKAXXYHIH20zVTcPXw,19 Degrees,Graduate Hospital,3.5,69,3,0.5634,0,1,1,0,1,0,0,0,1,1,1,1,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,1,,,,,,,,Sandwiches,"Delis, Cafes",8.0,23.0,8.0,23.0,8.0,23.0,8.0,23.0,8.0,24.0,8.0,24.0,8.0,22.0,7,1,0
AAYzFH0HjSUNL2nLScutxQ,Wawa,Richmond,2.0,14,1,0.4568,1,0,1,0,0,0,1,0,0,1,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,2,,,,,,,,"Coffee & Tea, Sandwiches",Convenience Stores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0
9OhPfV0C3Q49l5tSre2MuQ,Kabobeesh,Spruce Hill,3.5,322,5,0.6035,1,1,1,0,0,0,1,0,1,2,1,1,,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,,1,1,0,0,2,,0,,,Halal,"South Asian, Mediterranean / Middle Eastern, South Asian","Indian, Middle Eastern, Pakistani","Ethnic Food, Barbeque",Specialty Food,11.0,23.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,7,1,1
3MIsXwx5zVmlwzRx9UnuFQ,Perkins Restaurant & Bakery,Bustleton,3.0,56,3,0.5,1,0,1,0,0,0,1,0,0,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,,,,,American / Fusion,American (Traditional),Breakfast & Brunch,"Cafes, Bakeries",7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7.0,20.0,7,1,0
EQyFENS3MWYRuDt6Ty6QJQ,Street Food Philly,Powelton,4.0,34,2,0.5842,0,1,1,,,,,,1,2,1,0,,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,,,,,,,3,,,,,,,,,"Food Stands, Street Vendors",11.0,15.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,15.0,,,,,5,0,0
G-FrjKHpQVoH_P1saaMNRQ,Kingston 11,Paschall,3.5,52,3,0.5546,1,,,,1,,,0,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,Latin American / Caribbean,Caribbean,,,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,22.0,11.0,22.0,,,6,1,0
QUSctIF_D2yv_NJeokhXFw,Condesa,Rittenhouse,4.0,117,4,0.659,0,1,1,1,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,,,,,1,,,,0,1,1,1,,Latin American / Caribbean,Mexican,,"Bars, Cocktail Bars",0.0,0.0,17.0,22.0,17.0,22.0,17.0,22.0,17.0,21.0,17.0,21.0,,,6,1,0
1MbwLxXrQk7H1FOidg8hoA,Yummy Pho,North Central,4.5,72,3,0.6942,1,1,1,0,1,0,0,0,0,1,1,1,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,"Southeast Asian, American / Fusion, Southeast Asian","Thai, Asian Fusion, Vietnamese","Soup, Coffee & Tea, Bubble Tea",,0.0,0.0,11.0,21.0,,,11.0,21.0,11.0,22.0,11.0,22.0,,,5,1,0
ErcLBEFjqr4nGbF4ozrvgg,Don Barriga Mexican Grill,Spruce Hill,4.5,109,4,0.7322,1,1,1,0,0,0,0,0,1,,1,1,,1,1,1,,1,,,,0,,,0,0,1,1,,,,1,,,2,0,0,0,1,,Latin American / Caribbean,Mexican,,,0.0,0.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,23.0,10.0,23.0,10.0,21.0,7,1,0
Jg9kkOl4sx2AXJVohbpSiw,South Philly Barbacoa,Passyunk Square,4.5,593,5,0.8369,,1,0,0,1,0,0,0,1,2,1,0,,,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,,Latin American / Caribbean,Mexican,"Barbeque, Coffee & Tea, Juice Bars & Smoothies",,,,,,,,,,,,5.0,15.0,5.0,15.0,2,1,0
KZ2V1ZPnrwoT0zcJunyIQw,Schlesinger's,Rittenhouse,3.5,258,5,0.5992,1,1,1,,1,0,0,0,1,2,1,1,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,,,,1,,,,"Wraps, Sandwiches, Breakfast & Brunch",Delis,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,9.0,16.0,7,1,0
-rDhWLQJ28L2ttkaftdZNQ,Martabak Ok,Graduate Hospital,4.5,75,3,0.6981,1,0,1,0,1,0,0,0,1,2,1,1,,0,0,1,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,,"American / Fusion, Southeast Asian","Asian Fusion, Indonesian","Comfort Food, Pizza, Desserts","Bakeries, Specialty Food",,,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,6,1,0
cKLrTvokOdcgoEoHOXkfYg,Sakura Japanese Cuisine,Spring Garden,3.5,142,4,0.5849,1,0,1,0,1,0,0,0,1,2,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,,1,,,,,,East Asian,Japanese,"Salad, Sushi Bars",,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,23.0,10.5,23.0,11.5,22.0,7,1,0
jsL0EmA3k75npcRvleq2VA,Food From The Heart,West Oak Lane,4.0,20,1,0.5575,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American / Fusion,Soul Food,"Barbeque, Seafood",,,,12.0,21.0,12.0,21.0,12.0,21.0,12.0,22.0,12.0,22.0,12.0,19.0,6,1,0
vgNNwYjdZ_waBvgUcwtefA,The Dining Car & Market,Pennypack Woods,3.5,217,4,0.5955,0,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,,1,1,,,,,"Bakeries, Diners",7.0,22.0,7.0,22.0,7.0,22.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,22.0,7,1,0
BFyfkA4u8tmSIvoZmEN00Q,Bentoulis Pizza,Juniata Park,4.0,41,2,0.5949,1,0,1,0,1,0,0,0,1,1,1,0,,0,0,1,1,0,0,0,,,0,0,,0,1,1,0,0,0,1,0,0,2,,,,,,"American / Fusion, European","American (Traditional), Italian",Pizza,,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,7,1,0
IhtoO_V7a9iNOew2cszvZQ,Nori Sushi,Graduate Hospital,4.0,115,4,0.658,1,0,1,0,1,0,0,0,1,2,1,1,,1,1,1,1,0,0,,,,,1,0,1,1,0,,,1,1,,,2,0,0,1,1,,East Asian,Japanese,Sushi Bars,,11.0,22.5,11.0,22.5,11.0,22.5,11.0,22.5,11.0,23.5,12.0,23.5,12.0,22.5,7,1,0
cOKIKCLuUiWMUIb6Fp5N4w,Original Village Pizza,Somerton,3.5,33,2,0.5412,1,0,1,0,0,0,0,0,1,2,1,0,,,0,1,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,1,,,,,,,,Pizza,,,,,,,,,,,,,,,,,,
h2MaP8_ZJ3HqsgSPLeQNaw,Evan's Pizza,Spruce Hill,3.0,122,4,0.5,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,,,,,,,,"Pizza, Beer",,11.0,26.0,11.0,26.0,11.0,26.0,11.0,26.0,11.0,27.0,11.0,27.0,11.0,26.0,7,1,1
E9pmORNtyX53ZLWEZx4N-w,Tay's Soul Food,Summerdale,3.0,16,1,0.5,1,,1,,,,,,,,1,,,,0,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,American / Fusion,Soul Food,,,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0,23.0,14.0,23.0,12.0,19.0,7,1,0
-qpFT-RgBE2QXVcSjq57lQ,Spanish Island Restaurant,Mayfair,3.0,68,3,0.5,1,0,1,0,0,0,1,0,0,2,1,0,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,,,1,,,2,,,,,,European,Spanish,,,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,12.0,21.0,7,1,0
DVcUOGr69wMY8-8n32KqsQ,Audrey's Caribbean Kitchen,West Oak Lane,3.5,13,1,0.5203,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin American / Caribbean,Caribbean,,,,,,,,,,,,,,,,,,,
_XM7-X5Lc-e_T1S71ri-GA,Zhong Gang Bakery,Chinatown,3.5,54,3,0.5558,1,0,0,0,1,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee & Tea,Bakeries,6.5,15.0,6.5,15.0,6.5,15.0,6.5,15.0,6.5,15.0,6.5,16.0,6.5,16.0,7,1,0
-VH4B5o1sjZueC6go9FB1g,Dorsey's,,2.5,13,1,0.4797,,0,1,0,0,0,0,0,0,2,1,1,1,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1,,,,American / Fusion,American (New),,Bars,,,,,,,,,,,,,,,,,
vtSisxaozZ7HWpBl_W7VaQ,Time,Washington Square West,4.0,565,5,0.7235,1,1,1,0,1,0,0,0,1,2,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,3,0,1,1,1,,American / Fusion,American (New),,"Bars, Cocktail Bars",0.0,0.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,17.0,26.0,7,1,1
OdHLRVHhMvrFHK0cGj4nCg,Le Baobab,Southwest Schuylkill,4.0,16,1,0.5482,1,,1,0,0,0,0,0,,,1,,,,0,1,,,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,African,African,,,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,7,1,1
